7,93752113765203
52,8005337916839
1,10545580432226
15,9544390340268
27,3187242917273
1,93775865593042
5,29837893256202
9,11521187745077
0,470980947550686
11,3535516796865
80,2751532532316
1,76621324988665
12,5724045831668
58,5420846078807
10,9594598931781
18,0222579761950
31,3505418052938
9,32850813904097
13,5011295523560
-86,7624382106937
8,17381100507202
3,85262863517319
-3,08409308877322
14,9784769626608
3,04806064101666
-52,2904552372876
11,1603680541167
13,3717365566177
2,75550201242389
0,224094790073528
12,4143079487093
45,2099563913264
11,1942538066243
7,35063261194518
93,6367264931774
7,39831725499256
20,9848199086589
-86,9036491317177
12,6641740334268
2,76518130594725
70,2238934371275
7,06838565472309
4,00816173457259
-77,3790358344728
4,48467050842763
12,9637936094254
30,0632768949603
12,4709969074617
3,84463099735686
-19,6899545462785
1,64922092366636
5,80553107163761
-69,6244222759104
12,1780015816419
22,6730847531218
54,2008707333483
5,96781396687392
8,67089620754276
70,1244283887637
11,4084766562887
13,5660206728217
-45,2099867725871
14,3446010740728
14,8152818265632
-86,7699178171277
5,84687957954664
7,76507753093381
67,6761505138255
10,1525275934967
4,58243829881017
23,4576286604945
9,30764224802067
0,122073621753593
5,75561982086996
10,7966337615388
18,3999793539835
-51,1635354417199
11,3317931779497
22,6775682028888
-46,7964004344932
6,60100894074616
16,5398184844334
72,8940141514777
11,5555877186129
3,31970811729740
-49,3330593929232
13,7973765630587
18,6401992416687
87,4522138948013
7,93963113686464
20,0810644072795
74,3844774865700
0,683278152036408
19,9964208377030
-56,0760831392356
10,9925551225907
19,3688285834940
-90,6087580339953
9,86780606909003
4,46630362845409
81,5236635911522
2,69718083994837
11,0799196579015
71,4844865101563
9,38849264099505
20,3238473393996
12,0583140424890
12,2097955318513
9,09856936117721
-20,4690513726031
5,25572848118627
20,1170721325371
-4,17473878786521
1,17182870702243
20,2541854666013
22,1961516576897
8,47923869542636
21,5927838094908
32,8078652778442
0,0214429316533753
4,68390776027615
-20,9162223334950
10,2868652325547
14,1183648732219
14,9232744848892
5,57722910660660
12,3398530796526
27,0982549024100
4,14951785734028
15,5627346798218
-14,2979049532768
1,39363547072541
20,2486604777294
-63,3765950751018
10,0213600742863
18,6719226040960
57,0949356650274
10,2750586016853
10,4899734442079
5,15121249334618
5,23141261486256
10,3344771481894
93,3365261111243
0,850702407228589
14,4327428395362
-33,9348611518545
11,7776068277524
11,5829902709193
-16,9831425599388
15,9821469782808
14,7551010021449
-99,1780264047972
9,27506476189018
9,12334552000192
-70,4133185236646
9,44045523326393
13,4002427996212
-8,46678124372713
13,4120672447126
1,87142547697555
-82,7772274763799
7,10890803250030
8,94428726498939
-87,8810224832364
10,8169528317145
15,7304522979759
-42,3190501470605
3,55945301153176
12,5418168248463
-73,9715191269189
4,87914051676518
14,9290850346175
-1,36485385334280
0,0118997151862228
15,5962985423785
-97,2418330200920
4,16023915765168
19,4377935799417
-34,2750787446412
8,90711750693560
13,4578677728747
31,5469083473663
12,1925761006355
2,27119846546899
1,02814660154591
1,18615418214637
6,24087500349646
66,6089671864470
2,70888771961816
17,7552072904625
-30,8691973678868
2,05433850074002
17,2755884979272
-48,4267285626573
8,52194056235024
5,59535860039450
-23,4142233302094
12,5342310273894
3,87888671189815
-21,8649707219942
0,454496896371538
16,3163403679022
-52,8052489469678
14,2165131667120
18,4607852696065
96,6570162068498
0,331572955594487
12,5913730399319
41,5094188036892
8,79181859748388
2,22720148344485
-39,0685785740438
3,06414317726048
9,63005645959533
-62,2698598970744
8,59079069912605
16,5812438187337
-20,8122771898567
6,27218578895465
14,5741403789313
57,0537837474273
1,38054610370848
18,1461419683673
-54,5139937788564
6,57100121669285
7,51655583298732
34,6280564751361
4,16070907728218
24,4105775664504
-20,5680808223017
3,07960341099871
0,0439039347560435
29,6608079434900
5,65644228484967
24,1860033126713
-87,2939283997980
2,50835223110789
3,84975773737595
-20,1247340629498
8,85973593408004
14,8698026081670
78,3148886318039
3,24440927741704
3,05098862215408
74,1619241015308
4,20958458931066
0,162382534502589
-19,8284408566673
0,0327411912179425
5,20951985602546
-28,8662403006293
13,0490343062766
13,2445840454445
53,6446134451146
1,81179611384805
10,7123252445170
54,7617481262121
2,61466156167743
20,9775710510832
7,09454357266384
9,21327613818380
18,5074421148043
-85,4349393863941
8,44769789401764
11,2834535225874
-49,7867696576593
12,3149483631279
6,30856334146715
32,3073908617677
10,1919764697862
20,9492682824174
-5,34586318621888
4,71141728815799
7,48253510663948
76,3518271022438
12,2122141429857
11,7246255022998
43,7735798934456
3,46356314600118
22,8849190184637
90,3769904557366
14,0854742472919
23,6620034780219
96,4314624666441
2,45867797062808
10,0400756007071
-62,2670214217999
10,7381005605879
16,1737204656012
-63,9821354258663
4,32723711446250
16,1887152083545
-27,9646933968180
1,22669398735512
24,5139837188107
18,0479414298009
11,8289636431841
7,33397939976089
84,9379978119596
1,34939119060787
21,3473239261342
-99,4490021245597
7,45042315074944
5,42945735827899
84,9740682368983
9,41414386503013
11,7955167844434
-64,8687995283285
6,73145196134067
7,22709382489497
-93,6379313025888
2,31384201235015
3,59170711076183
-8,40982427553645
3,79506101932738
17,6241595823240
86,2551824946534
7,85532361082309
12,0876456251905
-65,2614925775851
15,2823367530834
6,60267582394404
-31,6351096590343
1,76798466160011
16,8176785274082
-6,96879208105676
8,28585396435005
1,73546869620989
66,3646938862617
3,60090925549144
16,7320089623282
-67,5367889609357
15,2139524790605
5,81255581156025
90,0026045233930
2,92762857308266
5,43123604665797
-38,6959514399818
10,5136489281934
24,0602949785899
24,6845983803967
1,80070077129708
22,7354379043928
-53,4997817430644
9,16019964478429
24,5790875622577
-85,3628492328591
12,9985514750202
21,2141467992083
86,7828336886305
9,67206609380665
13,9786964309037
-45,1304638861419
13,6961612034276
24,4505922586807
-76,5851382830103
2,55824425254692
22,5267301406354
-42,9258728411965
11,7984599968324
2,70689680977176
-95,9163681197716
11,4774241604345
12,8842633193515
6,18178274357497
8,53531712455876
14,1846865437091
-50,3164105289800
5,03980959825622
16,3879269833397
96,3099981262339
12,7346531003859
8,62969233182197
-57,4001438807927
9,24186950996479
22,1736070296543
-50,4114695087309
7,98032215190998
23,0620114936869
-44,7618679685391
8,24836272139913
0,642204493530011
56,6187906926190
7,99343894360142
1,79615403487985
-17,8894001838616
3,55828590387295
12,0466489295543
2,37454028069042
6,37128417910368
2,04815676743364
1,31518594800129
4,49471777944609
20,6832767667110
-86,7832256293414
12,7440545936349
23,9275191832924
51,2996287319610
5,61576841554123
23,7355761630224
9,66271636600959
2,51786831042148
17,3656718462040
87,0509809663761
4,35052703618062
18,5066852779725
41,6205886974159
1,90153515749883
7,56375040850420
-89,0140675158422
8,44539577228176
16,9195269544004
47,3345156883136
5,44357437661702
22,5543837754005
-93,8293736217918
9,52721914705193
0,767272491454724
-46,5328949800705
10,3439845632227
13,6385921642546
43,9472061460772
15,3574446745234
23,3713070465810
-72,0382587432931
12,4959471678095
10,5541483618602
95,3479348237517
12,8555587279457
24,3039042055168
45,9459535995805
1,25330082701188
24,5328521866655
48,4104152372710
6,86382876565600
1,29920407251536
7,60746519115276
6,18640789806133
12,2975046988459
57,9246636723174
11,9086952036402
15,9578386215182
81,7351775336842
15,0029131221597
21,5137219272291
95,2842888652148
8,03110376641986
1,14111692105816
24,8048901085303
14,1393581861583
1,48412179906132
36,3164174448746
5,56945037222556
18,7801066220053
-35,3973420370261
12,7497327092388
3,61564165143082
-9,04181629500145
9,69226898870191
15,2689082055826
59,5264038192393
5,57630425129906
12,8167662146886
56,7077085935877
5,11987171559093
5,19128756771969
17,6828869780820
15,8038213233935
2,81657831090773
60,5832991283968
11,4720293372849
6,28655677688394
75,9291143294450
0,138125198865710
2,74718230915133
62,1413981787125
10,1949049178253
24,9761569325430
98,4982295607459
1,79921273516721
11,3729744899151
14,7252903110489
13,7281633853670
21,9856242021088
-0,270081482147555
10,2517147404338
8,02240814960025
-93,2099066133932
1,64106351240565
13,2500471540982
60,0942238298989
4,78044028152097
17,9448799696891
76,9331955024248
12,2468986919540
4,23102408904618
12,0423499920770
4,97474287606606
3,87029654451658
-59,6796569727228
12,3146411040604
12,5641744741880
7,96090042969937
14,7980100616956
1,71237422057972
6,89136314314980
14,8671210318310
22,6330551125795
-68,8958769316934
8,74117404351763
14,5007501872994
-30,2544767176015
4,16923236692832
18,3088989657252
-91,5827105842397
13,9403538979503
8,36888685083350
27,9399458179169
11,8533568703444
9,95194579539083
95,0222541263402
3,57386795267835
15,4183696523438
0,232607920173766
11,8495920532816
10,3446862548237
55,0198290639468
6,68243885412989
16,8122324153959
-75,0907294280645
4,83001516988489
22,7811358799159
-10,6486010531154
1,46275101734670
22,2039996823810
10,2603476342892
12,6308718994886
3,37921437173023
-4,95727200333456
13,9977989408164
18,5437383113821
-41,6005732069246
1,73956117606858
6,36336220388495
16,1486052778217
4,63122545658708
9,22491055544500
14,9816671539574
11,8602976285875
13,2852302777079
86,5308120479828
5,20448716554255
16,4438869981661
58,5288825701379
6,33573554394441
8,93112870794985
-81,1607899273289
8,52441849635757
13,2047237666132
53,2397416237651
8,41236577987917
7,69309950826194
32,2022158506451
12,3046371288070
15,9190698481844
84,2236503734313
15,1120391096855
0,237530985180950
-47,0113853973672
1,24921658209463
6,71245649735899
-9,60060763727126
14,1256734215030
8,39416102890251
99,0922581880326
12,2208512331293
2,30857680941402
-55,1963257131239
12,0779189946734
23,8139168704093
-4,24024439975710
10,9362429693963
22,3727726244575
-42,8833872741790
1,59413339735621
23,7319649348385
30,0371707629648
0,539160011045217
4,46637424327987
82,7321155113396
4,31844556735501
6,00855922644727
65,4797676454734
9,03200385059169
15,7698616023054
99,5289082966216
14,3833067935474
14,2898435016865
42,7520279366292
1,60678015831016
20,1568067104931
-55,1825318964501
3,82005838415500
3,21080664328413
-54,1756257037487
4,80889646766465
14,6181888130280
57,2869206991938
1,51303661202323
4,77538008408995
10,0473429883750
8,62276242349306
